id,doi,title,abstract,year,month,day,source
164,10.1016/j.virusres.2011.11.006,Genetic analysis of hantaviruses and their rodent hosts in central-south China,"Hantaan virus (HTNV) and Seoul virus (SEOV) are two major zoonotic pathogens of hemorrhagic fever with renal syndrome (HFRS) in Asia. Hubei province, which is located in the central-south China, had been one of the most severe epidemic areas of HFRS. To investigate phylogenetic relationships, genetic diversity and geographic distribution of HTNV and SEOV in their reservoir hosts, a total of 687 rodents were trapped in this area between 2000 and 2009. Sequences of partial S- and M-segments of hantaviruses and mitochondrial D-loop gene from 30 positive samples were determined. Our data indicated that SEOV and HTNV were co-circulating in Hubei. Phylogenetic analysis based on partial S- and M-segment sequences revealed two and three previously undefined lineages of SEOV, and a novel genetic lineage of HTNV, respectively. Four inter-lineage reassortment SEOVs carried by Rattus norvegicus and Apodemus agrarius were observed. It suggests that SEOV may cause spillover infections to A. agrarius naturally. The abundance of the phylogenetic lineages of SEOV suggested that central-south China was a radiation center for SEOVs.",2012,2,NA,zover
165,10.1371/journal.pbio.3000142,Secondary contact between diverged host lineages entails ecological speciation in a European hantavirus,"The diversity of viruses probably exceeds biodiversity of eukaryotes, but little is known about the origin and emergence of novel virus species. Experimentation and disease outbreak investigations have allowed the characterization of rapid molecular virus adaptation. However, the processes leading to the establishment of functionally distinct virus taxa in nature remain obscure. Here, we demonstrate that incipient speciation in a natural host species has generated distinct ecological niches leading to adaptive isolation in an RNA virus. We found a very strong association between the distributions of two major phylogenetic clades in Tula orthohantavirus (TULV) and the rodent host lineages in a natural hybrid zone of the European common vole (Microtus arvalis). The spatial transition between the virus clades in replicated geographic clines is at least eight times narrower than between the hybridizing host lineages. This suggests a strong barrier for effective virus transmission despite frequent dispersal and gene flow among local host populations, and translates to a complete turnover of the adaptive background of TULV within a few hundred meters in the open, unobstructed landscape. Genetic differences between TULV clades are homogenously distributed in the genomes and mostly synonymous (93.1%), except for a cluster of nonsynonymous changes in the 5' region of the viral envelope glycoprotein gene, potentially involved in host-driven isolation. Evolutionary relationships between TULV clades indicate an emergence of these viruses through rapid differential adaptation to the previously diverged host lineages that resulted in levels of ecological isolation exceeding the progress of speciation in their vertebrate hosts.",2019,2,20,zover
166,10.1111/mec.16211,Host genetic factors associated with the range limit of a European hantavirus,"The natural host ranges of many viruses are restricted to very specific taxa. Little is known about the molecular barriers between species that lead to the establishment of this restriction or generally prevent virus emergence in new hosts. Here, we identify genomic polymorphisms in a natural rodent host associated with a strong genetic barrier to the transmission of European Tula orthohantavirus (TULV). We analysed the very abrupt spatial transition between two major phylogenetic clades in TULV across the comparatively much wider natural hybrid zone between evolutionary lineages of their reservoir host, the common vole (Microtus arvalis). Genomic scans of 79,225Â single nucleotide polymorphisms (SNPs) in 323Â TULV-infected host individuals detected 30 SNPs that were consistently associated with the TULV clades CEN.S or EST.S in two replicate sampling transects. Focusing the analysis on 199 voles with evidence of genomic admixture at the individual level (0.1-0.9) supported statistical significance for all 30Â loci. Host genomic variation at these SNPs explained up to 37.6% of clade-specific TULV infections. Genes in the vicinity of associated SNPs include SAHH, ITCH and two members of the Syngr gene family, which are involved in functions related to immune response or membrane transport. This study demonstrates the relevance of natural hybrid zones as systems not only for studying processes of evolutionary divergence and speciation, but also for the detection of evolving genetic barriers for specialized parasites.",2021,10,21,zover
167,10.1099/0022-1317-76-12-3195,Isla Vista virus: a genetically novel hantavirus of the California vole Microtus californicus,"Prospect Hill virus (PH) was isolated from a meadow vole (Microtus pennsylvanicus) in 1982, and much of its genome has been sequenced. Hantaviruses of other New World microtine rodents have not been genetically characterized. We show that another Microtus species (the California vole M. californicus) from the United States is host to a genetically distinct PH-like hantavirus, Isla Vista virus (ILV). The nucleocapsid protein of ILV differs from that of PH by 11.1% and a portion of the G2 glycoprotein differs from that of PH by 19.6%. ILV antibodies were identified in five of 33 specimens of M. californicus collected in 1975 and 1994-1995. Enzymatic amplification studies showed that 1975 and 1994-1995 ILV genomes were highly similar. Secondary infection of Peromyscus californicus was identified in Santa Barbara County, California. A long-standing enzootic of a genetically distinct hantavirus lineage is present in California voles.",1995,12,1,zover
168,10.1007/s10393-018-1353-2,"Silent Orthohantavirus Circulation Among Humans and Small Mammals from Central Minas Gerais, Brazil","New World orthohantaviruses are emerging RNA viruses that cause hantavirus cardiopulmonary syndrome (HCPS). These viruses are a burden to public health around the world with a lethality rate of around 60%. In South America, rodents of Sigmodontinae subfamily are the main reservoirs of orthohantaviruses. We described a serosurvey for orthohantaviruses circulation in an apparently healthy human population and small mammals from rural areas in Central Minas Gerais State, Brazil. A total of 240 individuals and 50 small mammals (26 rodents belonging to 10 different species and 24 marsupials from 4 different species) were sampled during 2012-2013. The seroprevalence rates of IgG/IgM antibodies in humans were 7.1 and 1.6%, respectively. Only one rodent, an Oligoryzomys nigripes captured in peridomestic area, tested positive for IgG antibodies and viral RNA. Our findings suggest a silent circulation of orthohantaviruses in a region of intensive agriculture production. The detection of seropositive humans in an area with a lack of previous HCPS reports highlights potential oligosymptomatic cases and the need for surveillance strategies that could reduce the risk of future outbreaks.",2018,8,13,zover
170,10.1007/s00248-017-1061-4,Co-circulation of Araraquara and Juquitiba Hantavirus in Brazilian Cerrado,"Hantavirus cardiopulmonary syndrome is an emerging serious disease in the Americas, transmitted from wild rodents to humans through inhalation of aerosol containing virus. Herein, we characterized two distinct hantaviruses circulating in rodent species form Central Plateau, Midwestern region of Brazil in the Cerrado (savanna-like) biome, an area characterized by small trees and grasses adapted to climates with long dry periods. In this study, we identified the co-circulation of the Araraquara virus and a possible new lineage of the Juquitiba virus (JUQV) in Oligoryzomys nigripes. The implications of co-circulation are still unknown, but it can be the key for increasing viral diversity or emergence of new species through spillover or host switching events leading to co-infection and consequently recombination or reassortment between different virus species. Phylogenetic analyses based on the complete S segment indicated that, alongside with Oligoryzomys mattogrossae rodents, O. nigripes species could also have a whole as JUQV reservoir in the Cerrado biome. Although these rodents' species are common in the Cerrado biome, they are not abundant demonstrating how complex and different hantavirus enzootic cycles can be in this particular biome.",2017,8,31,zover
172,10.1007/s11262-014-1157-6,Complete genome of a Puumala virus strain from Central Europe,"Puumala virus (PUUV) is one of the predominant hantavirus species in Europe causing mild to moderate cases of haemorrhagic fever with renal syndrome. Parts of Lower Saxony in north-western Germany are endemic for PUUV infections. In this study, the complete PUUV genome sequence of a bank vole-derived tissue sample from the 2007 outbreak was determined by a combined primer-walking and RNA ligation strategy. The S, M and L genome segments were 1,828, 3,680 and 6,550 nucleotides in length, respectively. Sliding-window analyses of the nucleotide sequences of all available complete PUUV genomes indicated a non-homogenous distribution of variability with hypervariable regions located at the 3'-ends of the S and M segments. The overall similarity of the coding genome regions to the other PUUV strains ranged between 80.1 and 84.7 % at the level of the nucleotide sequence and between 89.5 and 98.1 % for the deduced amino acid sequences. In comparison to the phylogenetic trees of the complete coding sequences, trees based on partial segments revealed a general drop in phylogenetic support and a lower resolution. The Astrup strain S and M segment sequences showed the highest similarity to sequences of strains from geographically close sites in the OsnabrÃ¼ck Hills region. In conclusion, a primer-walking-mediated strategy resulted in the determination of the first complete nucleotide sequence of a PUUV strain from Central Europe. Different levels of variability along the genome provide the opportunity to choose regions for analyses according to the particular research question, e.g., large-scale phylogenetics or within-host evolution.",2014,12,28,zover
173,10.3201/eid1809.111447,"Multiple Synchronous Outbreaks of Puumala Virus, Germany, 2010","To investigate 2,017 cases of hantavirus disease in Germany, we compared 38 new patient-derived Puumala virus RNA sequences identified in 2010 with bank vole-derived small segment RNA sequences. The epidemic process was driven by outbreaks of 6 Puumala virus clades comprising strains of human and vole origin. Each clade corresponded to a different outbreak region.",2012,9,NA,zover
179,10.4269/ajtmh.13-0683,"Old World Hantaviruses in Rodents in New Orleans, Louisiana","Seoul virus, an Old World hantavirus, is maintained in brown rats and causes a mild form of hemorrhagic fever with renal syndrome (HFRS) in humans. We captured rodents in New Orleans, Louisiana and tested them for the presence of Old World hantaviruses by reverse transcription polymerase chain reaction (RT-PCR) with sequencing, cell culture, and electron microscopy; 6 (3.4%) of 178 rodents captured--all brown rats--were positive for a Seoul virus variant previously coined Tchoupitoulas virus, which was noted in rodents in New Orleans in the 1980s. The finding of Tchoupitoulas virus in New Orleans over 25 years since its first discovery suggests stable endemicity in the city. Although the degree to which this virus causes human infection and disease remains unknown, repeated demonstration of Seoul virus in rodent populations, recent cases of laboratory-confirmed HFRS in some US cities, and a possible link with hypertensive renal disease warrant additional investigation in both rodents and humans.",2014,5,7,zover
180,10.1002/jmv.20448,Puumala virus in Croatia in the 2002 HFRS outbreak,"HFRS is an endemic disease throughout Croatia. The incidence of HFRS varies in a cyclic fashion, with peaks occurring every couple of years, coinciding with peaks in vole populations. PUUV was shown to be dominant pathogen during the last HFRS outbreak in Croatia in 2002. We focused our research on two newly discovered localities (Okucani and Nova Gradiska) with a high number of reported HFRS cases and a significant increase in rodent population. PUUV infection was verified in 84.2% of patients at this region during the 2002 outbreak. Genetic analysis of wild-type (wt) PUUV strains was performed. Fifty seven bank voles Clethrionomys glareolus originating from PUUV-associated HFRS areas were screened for the presence of PUUV N antigen and 15 (26%) were found positive. Total RNA isolated from rodent lung tissues was reverse transcribed followed by PCR amplification with primers specific for PUUV medium (M) or small (S) genome segments. Partial PUUV M segment sequences (approximately 450 bp long) were recovered from five bank voles and partial S segment sequences (app. 250 nt long)-from two bank voles. Genetic analysis of Croatian wt-PUUV strains revealed their close relatedness suggesting that the two localities belong to the same natural focus of infection. On phylogenetic trees Croatian PUUV strains clustered together with the strains from Slovenia and Austria forming distinct Alpe-Adrian genetic lineage.",2005,NA,NA,zover
182,10.1016/j.meegid.2013.05.027,Phylogenetic analysis of the S segment from Juquitiba hantavirus: Identification of two distinct lineages in Oligoryzomys nigripes,"The purpose of this study was to investigate the phylogenetic relationship of the Juquitiba virus (JUQV) carried by Oligoryzomys nigripes in endemic and non-endemic areas of Brazil. Wild rodents infected with the Juquitiba virus (JUQV) were sampled from a non-Hantavirus Cardiopulmonary Syndrome endemic area in Brazil. Three strains from O. nigripes were identified by the sequencing of the complete S segment and compared to previous studies of JUQV available in GenBank. The phylogenetic analysis of the complete S segment revealed two distinct clades; the first clade was composed of the JUQV from two non-endemic areas in Brazil and the second clade contained JUQV strains from Argentina, Paraguay and other Brazilian endemic areas.",2013,8,NA,zover
183,10.1016/j.actatropica.2009.07.029,"Genetic characterization of a Juquitiba-like viral lineage in Oligoryzomys nigripes in Rio de Janeiro, Brazil","Hantaviruses, family Bunyaviridae, are rodent-borne RNA viruses that have caused cases of hantavirus cardiopulmonary syndrome (HCPS) in various regions of the Americas. There are five hantaviral lineages associated with HCPS in Brazil: Juquitiba virus (JUQV), Araraquara virus (ARAV), Laguna Negra-like virus (LNV), Castelo dos Sonhos virus (CASV), and Anajatuba virus (ANAJV). Three additional hantaviruses have been described in rodents alone: Rio Mearim virus, JaborÃ¡ virus, and a hantavirus lineage related to Seoul virus. This study describes the genetic detection and characterization of a Juquitiba-like hantavirus in Oligoryzomys nigripes, or the black-footed pygmy rice rat, in the Serra dos OrgÃ£os National Park, Rio de Janeiro State, where so far no cases of HCPS have been reported.",2009,11,NA,zover
184,10.4269/ajtmh.1997.57.368,"Rio Mamore Virus: Genetic Characterization of a Newly Recognized Hantavirus of the Pygmy Rice Rat, Oligoryzomys microtis, from Bolivia","Human hantavirus disease occurs throughout much of South America. The rodent hosts and the specific etiologic agent(s) are largely unknown, but many reported cases occurred within the habitation ranges of oryzomine rodents (rice rats). We have identified a genetically novel hantavirus (Rio Mamore virus [RM]) of the pygmy rice rat Oligoryzomys microtis in Bolivia. The complete sequence of the small (S) genome and the partial sequence of the medium (M) genome are described. This virus is closely related to the newly identified human pathogen Andes virus from Patagonia. To facilitate improved diagnosis of hantavirus infections in South America, we have expressed the complete nucleocapsid protein of RM in Escherichia coli and affinity-purified it for use in an ELISA and Western blot assays for antibodies to RM.",1997,9,1,zover
186,10.1016/j.virusres.2007.09.007,Genetic characterization and phylogeny of a hantavirus from Western Mexico,"Hantaviruses can cause two serious illnesses when transmitted from their rodent reservoirs to humans; hantavirus pulmonary syndrome (HPS) in the New World and hemorrhagic fever with renal syndrome in the Old World. Cases of HPS were first recognized in the Americas in small, focal outbreaks in rural populations in the Southwestern USA in 1993. Since that time, outbreaks as well as sporadic cases of HPS have been recognized throughout the Americas. Remarkably, HPS cases have not been reported in Mexico. Mexico is one of the most biodiverse regions in the world and this is reflected in the species diversity of the peromyscine, sigmodontine and oryzomyine rodents; all potential hosts of hantaviruses. Hence, we collected and surveyed several rodent species in Western Mexico and identified three previously unrecognized rodents with antibodies to hantaviral antigens: Oryzomys couesi, Sigmodon mascotensis and Baiomys musculus. The S and M segments cloned from O. couesi and S. mascotensis, referred to herein as Playa de Oro (ORO) virus, showed strongest similarity to Bayou and Catacamas viruses with 92/93% and 92/92% similarity based on S/M amino acid sequences, respectively. This and phylogenetic analysis of the M and S segments suggests that ORO virus is a unique genotype within Hantavirus.",2008,2,NA,zover
187,10.1007/s11262-020-01755-3,Isolation and characterization of new Puumala orthohantavirus strains from Germany,"Orthohantaviruses are re-emerging rodent-borne pathogens distributed all over the world. Here, we report the isolation of a Puumala orthohantavirus (PUUV) strain from bank voles caught in a highly endemic region around the city OsnabrÃ¼ck, north-west Germany. Coding and non-coding sequences of all three segments (S, M, and L) were determined from original lung tissue, after isolation and after additional passaging in VeroE6 cells and a bank vole-derived kidney cell line. Different single amino acid substitutions were observed in the RNA-dependent RNA polymerase (RdRP) of the two stable PUUV isolates. The PUUV strain from VeroE6 cells showed a lower titer when propagated on bank vole cells compared to VeroE6 cells. Additionally, glycoprotein precursor (GPC)-derived virus-like particles of a German PUUV sequence allowed the generation of monoclonal antibodies that allowed the reliable detection of the isolated PUUV strain in the immunofluorescence assay. In conclusion, this is the first isolation of a PUUV strain from Central Europe and the generation of glycoprotein-specific monoclonal antibodies for this PUUV isolate. The obtained virus isolate and GPC-specific antibodies are instrumental tools for future reservoir host studies.",2020,4,23,zover
188,10.1016/0168-1702(93)90019-j,Nucleotide and deduced amino acid sequences of the M and S genome segments of two Puumala virus isolates from Russia,"Hemorrhagic fever with renal syndrome (HFRS) is caused by viruses in the Hantavirus genus, family Bunyaviridae. Three serologically distinct hantaviruses, Hantaan, Seoul and Puumala viruses, are known to cause HFRS. We report here, for the first time, gene sequences of two human Puumala virus isolates, P360 and K27, obtained in an HFRS endemic region of the former Soviet Union. We compared the nucleotide sequences and the derived amino acid sequences of their gene products to a Puumala virus isolate from rodents.",1993,10,NA,zover
189,10.1099/0022-1317-72-8-1845,Molecular Characterization of the Prospect Hill virus M RNA Segment: a Comparison with the M RNA Segments of Other Hantaviruses,"Complementary DNA representing the genomic M RNA segment of the Prospect Hill (PH) Hantavirus was cloned and its nucleotide sequence determined. The PH virus M RNA segment is 3707 nucleotides in length and has a long open reading frame in the viral complementary-sense RNA with a coding capacity of 1142 amino acids. The predicted gene product of the PH virus M segment was compared with the corresponding gene products of Hantaan virus strain 76-118 (Hantaan), Sapporo rat virus strain SR-11 (SR) and Puumala virus strain HÃ¤llnÃ¤s B1 (HÃ¤llnÃ¤s). The amino acid sequence identities between the G1 and G2 proteins of PH virus and HÃ¤llnÃ¤s virus are respectively 74% and 79%. In contrast, the amino acid sequence similarities between the G1 proteins of PH virus and SR virus or Hantaan virus are only 50%. However the G2 proteins of SR and Hantaan viruses were more closely related to the G2 protein of PH virus with amino acid sequence similarities of approximately 62%. The G1 proteins of all four viruses had three potential asparagine-linked glycosylation sites conserved and there was one conserved site in the G2 proteins. Hydrophilicity plots of the four virus glycoproteins were very similar. The region of greatest hydrophilicity was conserved in the HÃ¤llnÃ¤s, SR and Hantaan viruses, and was located near the C terminus of the G1 protein, whereas the region of greatest hydrophilicity in the PH virus glycoprotein precursor is located closer to the N terminus of the G1 protein. Our data demonstrate that despite differences in the serotypic profiles and virulence of PH and HÃ¤llnÃ¤s viruses, their G1 and G2 proteins are closely related. We conclude that PH and HÃ¤llnÃ¤s viruses may have evolved along a separate evolutionary pathway in the Hantavirus genus from that of SR and Hantaan viruses.",1991,8,1,zover
190,10.4269/ajtmh.1996.55.672,"Cocirculation of Multiple Hantaviruses in Texas, with Characterization of the Small (S) Genome of a Previously Undescribed Virus of Cotton Rats (Sigmodon hispidus)","An environmental and laboratory investigation was conducted after a fatal childhood case of hantavirus pulmonary syndrome occurred in Deaf Smith County, Texas in May 1995. A trapping campaign was conducted to identify possible rodent carriers. Six species of murid and heteromyid rodents were collected, and at least one hantavirus-seropositive specimen was found in each of the five murid species. Tissues from a selection of 11 seropositive specimens were examined by the polymerase chain reaction (PCR) and sequencing of viral genetic material. The predominant hantavirus was El Moro Canyon virus (ELMCV), which occurred in three of three harvest mice (Reithrodontomys megalotis) and in three of four deer mice (Peromyscus maniculatus) examined. Sin Nombre virus (SNV) was found in one deer mouse and one white-footed mouse (P. leucopus). A seropositive house mouse (Mus musculus) was negative by PCR. Two cotton rats (Sigmodon hispidus) were infected by a virus of novel genotype (Muleshoe virus [MULEV]) that bears closet resemblance to Bayou hantavirus. The sequence of the complete small genomic segment was determined for one MULEV, and high-level expression of its nucleocapsid protein was induced in Escherichia coli. Serologic studies indicated that the most likely etiologic agent in the human infection was SNV.",1996,12,1,zover
191,10.1002/jmv.1890460106,Phylogenetically distinct hantavirus implicated in a case of hantavirus pulmonary syndrome in the Northeastern United States,"Hantavirus pulmonary syndrome (HPS) is an acute respiratory illness with high mortality. It is caused by a newly described New World hantavirus known as Four Corners virus (FCV). Nearly all cases of HPS have occurred in the western United States. The etiologic agents in those cases have been closely related to each other, based upon comparisons of their genetic sequences. We have molecularly cloned the S genomic segment of a hantavirus (Rl-1) implicated in a case on HPS in the northeastern United States. Nucleotide sequence analysis shows that the Rl-1 virus has many similarities to FCV, but is clearly distinct from the western forms of that virus. These data suggest that HPS can be caused by multiple agents that together form a distinctive evolutionary clade.",1995,5,NA,zover
192,10.1016/s0168-1702(99)00024-6,A new Clethrionomys-derived hantavirus from Germany: evidence for distinct genetic sublineages of Puumala viruses in Western Europe,"Puumala (PUU) viruses are the predominant etiologic agents of hantavirus infections in Europe. The most important reservoir is the bank vole, Clethrionomys glareolus (Cg), belonging to the subfamily Arvicolinae of the Muridae family. Here we report on the molecular characterization of the first rodent-derived sequence (PUU/Cg-Erft) from Germany. Comparison of the S and M segment coding regions revealed 92.5 and 92.8% identity, respectively, with PUU/H-9013, a human isolate from France. However, only 83.1% identity was found with the S segment of a previously reported PUU sequence from a German HFRS case (PUU/H-Berkel) indicating the co-existence of two distinct sublineages in Germany. Phylogenetic and alignment analyses of S and M segment coding regions enabled us to assign PUU viruses/sequences to at least six distinct genetic sublineages. Membership was defined by nucleotide sequence differences of < 8%, whereas a diversity of > 14% clearly outgrouped a virus/sequence. Based on S segment sequences the sublineage represented by Clethrionomys rufocanus-derived viruses from Japan diverged at a well supported node from the clade harbouring all Clethrionomys glareolus-derived European PUU viruses. A correlation between genetic relationship and geographic origin of PUU viruses was observed which may support a co-evolution of PUU viruses with distinct subspecies of their reservoir host.",1999,6,NA,zover
193,10.1099/0022-1317-79-11-2603,Isolation and characterization of Puumala hantavirus from Norway: evidence for a distinct phylogenetic sublineage.,"Puumala (PUU) hantavirus is the aetiological agent of nephropathia epidemica (NE), a mild form of haemorrhagic fever with renal syndrome, which occurs in Fennoscandia, central Europe and Russia. In Norway, NE-like disease has been reported since 1946 and about 50 cases are diagnosed annually; however, the causative agent has not been characterized. In this study, a virus originating from bank voles (Clethrionomys glareolus) trapped near the town of Eidsvoll (Akershus county) was isolated and passaged in laboratory-bred bank voles. The bank vole strain was identified as a PUU virus by serological typing and by sequence analysis of the S and M gene segments. For comparison, complete or partial S sequences were determined for wild-type PUU strains from five locations in Sweden, two inhabited by the southern variant of bank vole present in Fennoscandia, and three by the northern variant. Phylogenetic analysis showed that Norwegian PUU strains are clustered together with Swedish strains from the first group forming a well-supported sublineage within the PUU genotype, distinct from other sublineages from northern Sweden, Finland, Russia and France. The results are consistent with the view of a complex evolutionary history of PUU strains in post-glacial Fennoscandia. Analyses of the current collection of nucleotide sequences suggest that PUU is the most variable genotype of the known hantaviruses.",1998,11,1,zover
195,10.1016/j.virusres.2007.04.023,Puumala and Tula hantaviruses in France,"The first genome sequences of Tula (TULV) and Puumala (PUUV) hantaviruses undoubtedly originated from France were recovered from tissue samples of European common voles and bank voles captured in Jura region. Genetic analysis of S and M segments of French PUUV strain revealed its highest similarity to strains from neighboring Belgium and Germany and also from Slovakia. On phylogenetic trees, French PUUV strain was placed within the central European lineage formed by strains from these three countries. Both of our French TULV strains clustered together and formed a distinct, well-supported genetic lineage.",2007,10,NA,zover
196,10.1016/j.virusres.2006.08.008,Puumala hantavirus in Slovenia: Analyses of S and M segment sequences recovered from patients and rodents,"In Slovenia, the co-existence of Dobrava and Puumala (PUUV) hantaviruses in a single endemic region has been demonstrated. This study presents selected Slovenian HFRS cases caused by PUUV combined with genetic analysis of viral genome sequences recovered from clinical specimens and tissue samples of Clethrionomys glareolus (bank voles). Serum samples from nine HFRS patients were included in the study. Rodents study sites were selected with regard to the HFRS cases. Partial S segment sequences were recovered from all nine patients and partial M segment sequences could be recovered from seven. Partial S and M segments sequences were also recovered from five C. glareouls captured at three different study sites. The sequences from Slovenian clinical specimens and rodent tissue samples belonged to the PUUV genotype and formed a distinct genetic lineage of PUUV. Human and rodent PUUV sequences located in the closest proximity to each other on the phylogenetic trees suggest genetic links between the human cases and the hantaviral strains circulating in natural foci of this zoonotic infection. Analysis of the complete S segment sequences recovered for two wild-type PUUV strains confirmed the existence of a distinct genetic lineage and also indicated a possible quasispecies type of Slovenian PUUV.",2007,2,NA,zover
197,10.1016/0168-1702(95)00081-x,Nucleotide and deduced amino acid sequences of the M and S genome segments of a Swedish Puumala virus isolate,"The Swedish Puumala (PUU) virus strain Vindeln 83-L20, isolated from a bank vole trapped in 1983 near Vindeln, VÃ¤sterbotten county, Sweden, was characterized by nucleotide sequence analysis. The coding region of the M segment was determined by PCR followed by direct sequencing and the entire S segment was characterized by cloning and nucleotide sequence analysis. The genomic organization was found to be very similar to that of other PUU virus strains regarding open reading frames, polypeptide sizes and potential glycosylation sites. According to phylogenetic analysis 83-L20 was found to represent a new lineage within the Puumala virus serotype in the Hantavirus genus. The M segment sequence of 83-L20 was found to be more closely related to the Finnish PUU virus strains than to strains from Central Europe or from Russia. The evolutionary origin of the S segment was not as clearly resolved since the branching points of all PUU virus strains in the phylogenetic tree were nearly the same.",1995,12,NA,zover
198,10.1128/jcm.35.5.1090-1096.1997,Puumala hantavirus genome in patients with nephropathia epidemica: correlation of PCR positivity with HLA haplotype and link to viral sequences in local rodents,"Reverse transcription-PCR was used to analyze specimens from 20 Finnish nephropathia epidemica (NE) patients hospitalized during the period from October 1994 to January 1995. Blood and/or urine sediment specimens from seven patients were found to be positive for the genome sequences of Puumala hantavirus (PUU). PCR positivity of the specimens from the patients correlated well with the HLA-DRB1*0301 and HLA B8 alleles, which previously were shown to associate with severe courses of NE. Genetic analysis of the partial M-and/or S-segment sequences obtained from three severely ill NE patients revealed three PUU strains related to but distinct from previously reported strains from Finland. The M-segment sequence of PUU from bank voles trapped near the probable site of infection for one of the patients showed 98.2% identity to that of the PUU strain obtained from the patient, suggesting a link between wild-type PUU from the natural focus and the NE case. The S-segment sequences from the patient and the bank voles, however, showed substantially lower identity (95.8%). As this difference in diversity for M and S genes (1.8 and 4.2%) is atypical for PUU genetic drift, one possibility is that the strain acquired at the putative place of infection is a reassortant one.",1997,5,NA,zover
200,10.3390/v7102884,Complete Genome and Phylogeny of Puumala Hantavirus Isolates Circulating in France,"Puumala virus (PUUV) is the agent of nephropathia epidemica (NE), a mild form of hemorrhagic fever with renal syndrome (HFRS) in Europe. NE incidence presents a high spatial variation throughout France, while the geographical distribution of the wild reservoir of PUUV, the bank vole, is rather continuous. A missing piece of the puzzle is the current distribution and the genetic variation of PUUV in France, which has been overlooked until now and remains poorly understood. During a population survey, from 2008 to 2011, bank voles were trapped in eight different forests of France located in areas known to be endemic for NE or in area from where no NE case has been reported until now. Bank voles were tested for immunoglobulin (Ig)G ELISA serology and two seropositive animals for each of three different areas (Ardennes, Jura and Orleans) were then subjected to laboratory analyses in order to sequence the whole S, M and L segments of PUUV. Phylogenetic analyses revealed that French PUUV isolates globally belong to the central European (CE) lineage although isolates from Ardennes are clearly distinct from those in Jura and Orleans, suggesting a different evolutionary history and origin of PUUV introduction in France. Sequence analyses revealed specific amino acid signatures along the N protein, including in PUUV from the Orleans region from where NE in humans has never been reported. The relevance of these mutations in term of pathophysiology is discussed.",2015,10,22,zover
201,10.1002/jmv.22263,Co-circulation of two Puumala hantavirus lineages in Latvia: A russian lineage described previously and a novel Latvian lineage,"Puumala hantavirus (PUUV) causes a mild form of haemorrhagic fever with renal syndrome in Europe. Seven genetic lineages of PUUV have thus far been recorded, which exhibit geographic structure within the distribution of its natural host, the bank vole (Myodes glareolus). This study presents evidence for two distinct PUUV lineages co-circulating in Latvia: one previously described from Russia and a novel one that appears to be endemic. The Latvian lineage (LAT) is considerably divergent and several amino acid markers make it easily distinguishable. Phylogenetic analysis suggested a possibility of different evolutionary histories for the PUUV genome segments of LAT.",2011,12,14,zover
202,10.1371/journal.pone.0064447,"Microevolution of Puumala hantavirus during a Complete Population Cycle of Its Host, the Bank Vole (Myodes glareolus)","Microevolution of Puumala hantavirus (PUUV) was studied throughout a population cycle of its host, the bank vole (Myodes glareolus). We monitored PUUV variants circulating in the host population in Central Finland over a five-year period that included two peak-phases and two population declines. Of 1369 bank voles examined, 360 (26.3%) were found infected with PUUV. Partial sequences of each of the three genome segments were recovered (approx. 12% of PUUV genome) from 356 bank voles. Analyses of these sequences disclosed the following features of PUUV evolution: 1) nucleotide substitutions are mostly silent and deduced amino acid changes are mainly conservative, suggesting stabilizing selection at the protein level; 2) the three genome segments accumulate mutations at a different rate; 3) some of the circulating PUUV variants are frequently observed while others are transient; 4) frequently occurring PUUV variants are composed of the most abundant segment genotypes (copious) and new transient variants are continually generated; 5) reassortment of PUUV genome segments occurs regularly and follows a specific pattern of segments association; 6) prevalence of reassortant variants oscillates with season and is higher in the autumn than in the spring; and 7) reassortants are transient, i.e., they are not competitively superior to their parental variants. Collectively, these observations support a quasi-neutral mode of PUUV microevolution with a steady generation of transient variants, including reassortants, and preservation of a few preferred genotypes.",2013,5,22,zover
203,10.3201/eid1811.120747,"Analysis of Complete Puumala Virus Genome, Finland","Puumala virus causes nephropathia epidemica, a rodent-borne zoonosis that is endemic to Europe. We sequenced the complete Puumala virus genome that was directly recovered from a person who died and compared it with those of viruses from local bank voles. The virus strain involved was neither a unique nor rare genetic variant.",2012,11,NA,zover
204,10.1159/000171818,Natural Host Relationships and Genetic Diversity of Rodent-Associated Hantaviruses in Southeastern Brazil,"Hantaviruses are rodent-borne RNA viruses that have caused hantavirus cardiopulmonary syndrome in several Brazilian regions. In the present study, geographical distribution, seroprevalence, natural host range, and phylogenetic relations of rodent-associated hantaviruses collected from seven counties of Southeastern Brazil were evaluated.",2008,11,12,zover
