doi,search_abstract,class,nchar_abstract
10.4102/ojvr.v71i1.281,fleas were collected from 61 wild carnivores belonging to 13 species in various nature reserves and on farms two feral domestic cats in a nature reserve and a domestic dog in the city of johannesburg eleven flea species including two subspecies of one of these belonging to six genera were recovered amongst these only ctenocephalides felis felis and ctenocephalides felis strongylus are considered specific parasites of carnivores the remaining ten species normally infest the prey animals of the various carnivores,gmpd,516
10.4102/ojvr.v71i2.272,mönnig 1933 described setaria thwaitei from a sable antelope hippotragus niger the type host as well as from roan antelope hippotragus equinus and waterbuck kobus ellipsiprymnus yeh 1959 considered setaria thwaitei to be synonym of setaria hornbyi material collected from roan antelopes sable antelopes and gemsbuck oryx gazella from several localities in the north and south of south africa together with mönnig s 1933 material were re examined measurements of the adult worms obtained in this study were compared with those in the original description of the species scanning electron microscopy of the anterior and posterior regions of the female worms confirmed s thwaitei as a valid species,gmpd,695
10.4102/ojvr.v72i4.188,merino sheep in thornveld dorper sheep and angora goats in inland valley bushveld angora goats and boer goats in valley bushveld on the coastal plateau and springbok antidorcas marsupialis and black wildebeest connochaetes gnou in karroid mountainveld all in the eastern cape province were examined for the larvae of nasal bot flies the sheep and goats were infested with the larvae of oestrus ovis and dorper sheep and boer goats harboured more larvae than angora goats on the same farms most infestation was present from november to may in merino sheep in thornveld from february to june in dorper sheep in inland valley bushveld and from may to september in angora and boer goats in valley bushveld on the coastal plateau these patterns of seasonality appeared to be regulated by the severity of the summer temperatures at the various localities the springbok were infested with the larvae of rhinoestrus antidorcitis most of which seemed to mature from june to august all larval sages of oestrus variolosus and gedoelstia hässleri were present in the black wildebeest and large numbers of 1st instar larvae of g hässleri appeared to accumulate on the dura of the wildebeest from june to august,gmpd,1197
10.4102/ojvr.v73i2.157,the objective of this study was to determine the species spectrum of ixodid ticks infesting birds in free state province south africa to this end a large number of birds belonging to several species were examined for ticks and a total of 180 birds belonging to 39 species at 17 localities were infested and ticks belonging to eight species were recovered the immature stages of only two namely amblyomma marmoreum and hyalomma marginatum rufipes were sufficiently prevalent and numerous to safely assume that they regularly use birds as hosts helmeted guineafowls numida meleagris were the most heavily infested and one harboured a total of 319 larvae and four nymphs amongst the other species an eastern clapper lark mirafra fasciolata was infested with 69 larvae and a nymph but no other bird harboured more than 40 ticks the larvae and nymphs of h m rufipes were most numerous on birds from april to august,gmpd,909
10.4102/ojvr.v74i3.126,the objective of this study was to assess the host status of the three largest southern african wild ruminants namely giraffes giraffa camelopardalis african buffaloes syncerus caffer and eland taurotragus oryx for ixodid ticks to this end recently acquired unpublished data are added here to already published findings on the tick burdens of these animals and the total numbers and species of ticks recorded on 12 giraffes 18 buffaloes and 36 eland are summarized and discussed twenty eight ixodid tick species were recovered all stages of development of ten species namely amblyomma hebraeum rhipicephalus boophilus decoloratus haemaphysalis silacea ixodes pilosus group margaropus winthemi rhipicephalus appendiculatus rhipicephalus evertsi evertsi rhipicephalus glabroscutatum rhipicephalus maculatus and rhipicephalus muehlensi were collected the adults of 13 species of which the immature stages use small mammals as hosts namely haemaphysalis aciculifer hyalomma glabrum hyalomma marginatum rufipes hyalomma truncatum ixodes rubicundus rhipicephalus capensis rhipicephalus exophthalmos rhipicephalus follis rhipicephalus gertrudae rhipicephalus lounsburyi rhipicephalus lunulatus rhipicephalus pravus group and rhipicephalus simus were also collected,gmpd,1257
10.4102/ojvr.v74i4.113,between july 2005 and november 2006 the gastro intestinal helminths of 15 helmeted guineafowls and a single crested guineafowl from musina limpopo province were examined and in july and august 2005 helminths were collected from five helmeted guineafowls from mokopane in the same province the acanthocephalan mediorhynchus gallinarum the cestodes abuladzugnia gutterae davainea nana hymenolepis cantaniana numidella numida octopetalum numida ortleppolepis multiuncinata porogynia paronai raillietina angusta raillietina pintneri raillietina steinhardti and raillietina sp and the nematodes ascaridia numidae cyrnea parroti gongylonema congolense hadjelia truncata sicarius caudatus subulura dentigera subulura suctoria subulura sp tetrameres numida and an unidentified subulurid were recovered a single trematode species dicrocoelium macrostomum was present in the liver mediorhynchus gallinarum a gutterae o multiuncinata h truncata and s caudatus are recorded for the first time from helmeted guineafowls as well as from south africa south africa is a new geographic record for d macrostomum g congolense and d nana subulura suctoria g congolense and h truncata from the crested guineafowl constitute new host parasite associations,gmpd,1233
10.4102/ojvr.v77i1.3,ticks collected from domestic cats felis catus cheetahs acinonyx jubatus caracals caracal caracal african wild cats felis lybica black footed cats felis nigripes a serval leptailurus serval lions panthera leo and leopards panthera pardus were identified and counted thirteen species of ixodid ticks and one argasid tick were identified from domestic cats and 17 species of ixodid ticks from wild felids the domestic cats and wild felids harboured 11 ixodid species in common the adults of haemaphysalis elliptica the most abundant tick species infesting cats and wild felids were most numerous on a domestic cat in late winter and in mid summer during 2 consecutive years the recorded geographic distribution of the recently described haemaphysalis colesbergensis a parasite of cats and caracals was extended by 2 new locality records in the northern cape province south africa,gmpd,877
10.4102/ojvr.v80i1.562,the abundance and distribution of parasitic helminths in populations of african buffaloes syncerus caffer have not been well documented a total of 28 buffaloes of different ages and sexeswere sampled in the kruger national park south africa for nematodes of the small intestine three nematode species were identified namely cooperia fuelleborni cooperia hungi and trichostrongylus deflexus with c hungi being a new country record for african buffalo in south africa the overall prevalence was 71 and the average number of worms was 2346 range 0 15 980 this is a small burden for such a large mammal sex age and body condition of the buffaloes had no significant effect on worm occurrence,gmpd,687
10.4102/ojvr.v84i1.1302,the aim of the study was to determine the species spectrum of ixodid ticks that infest horses and donkeys in south africa and to identify those species that act as vectors of disease to domestic livestock ticks were collected opportunistically from 391 horses countrywide by their owners or grooms or by veterinary students and staff at the faculty of veterinary science university of pretoria ticks were also collected from 76 donkeys in limpopo province 2 in gauteng province and 1 in north west province all the ticks were identified by means of a stereoscopic microscope horses were infested with 17 tick species 72 1 with rhipicephalus evertsi evertsi 19 4 with amblyomma hebraeum and 15 6 with rhipicephalus decoloratus rhipicephalus evertsi evertsi was recovered from horses in all nine provinces of south africa and r decoloratus in eight provinces donkeys were infested with eight tick species and 81 6 were infested with r evertsi evertsi 23 7 with a hebraeum and 10 5 with r decoloratus several tick species collected from the horses and donkeys are the vectors of economically important diseases of livestock rhipicephalus evertsi evertsi is the vector of theileria equi the causative organism of equine piroplasmosis it also transmits anaplasma marginale the causative organism of anaplasmosis in cattle amblyomma hebraeum is the vector of ehrlichia ruminantium the causative organism of heartwater in cattle sheep and goats whereas r decoloratus transmits babesia bigemina the causative organism of babesiosis in cattle,gmpd,1533
10.4102/ojvr.v86i1.1796,mycobacterium bovis is the main cause of tuberculosis in wildlife in south africa african buffaloes syncerus caffer are a wildlife maintenance host while a number of other species are considered spillover hosts nyala tragelaphus angasii a large antelope species from southern africa is frequently traded and can be infected with m bovis interferon gamma ifn γ release assays that detect cell mediated immune cmi responses to m bovis infection have shown promise in elephants rhinoceroses and buffaloes the bovigam assay is a commercial ifn γ release assay designed to detect tuberculosis in cattle and has been validated in buffaloes we tested the suitability of the bovigam assay to detect native ifn γ release in nyala blood samples collected from 17 nyalas were stimulated with different mitogens and ifn γ release measured we found that incubating whole blood with phorbol 12 myristate 13 acetate and calcium ionophore pma cai resulted in the highest levels of ifn y release samples stimulated with tuberculin purified protein derivatives of m bovis ppdb and m avium ppda did not show significant ifn γ production an intradermal tuberculin test idt and culture of tissues from 15 of the 17 culled nyala were also performed which supported the findings of the bovigam assay suggesting the potential value of this assay for the diagnosis of tuberculosis in nyala,gmpd,1364
10.4102/ojvr.v87i1.1895,the first known severe disease caused by a coronavirus cov in humans emerged with the severe acute respiratory syndrome sars epidemic in china which killed 774 people during its 2002 2003 outbreak the middle east respiratory syndrome mers was the second human fatal disease which started in 2012 in saudi arabia and resulted in 858 fatalities in december 2019 a new virus sars cov 2 covid 19 originating from china began generating headlines worldwide because of the unprecedented speed of its transmission 5 2 million people were infected and 338 480 had been reported dead from december 2019 to may 2020 these human coronaviruses are believed to have an animal origin and had reached humans through species jump coronaviruses are well known for their high frequency of recombination and high mutation rates allowing them to adapt to new hosts and ecological niches this review summarises existing information on what is currently known on the role of wild and domesticated animals and discussions on whether they are the natural reservoir amplifiers hosts or incidental hosts of covs results of experimental infection and transmission using different wild domesticated and pet animals are also reviewed the need for a one health approach in implementing measures and practices is highlighted to improve human health and reduce the emergence of pandemics from these zoonotic viruses,gmpd,1383
10.4161/pri.2.1.6321,nucleic acid sequences of the prion gene prnp were examined and genotypes compiled for 76 white tailed deer from northern illinois which previously tested positive for chronic wasting disease cwd and 120 negative animals selected to control for geographic location and age nine nucleotide polymorphisms seven silent and two coding were found in the sampled population all observed polymorphisms except two of very low frequency were observed in both negative and positive animals although five polymorphic loci had significantly different distributions of alleles between infected and non infected individuals nucleotide base changes 60c t 285a c 286g a and 555c t were observed with higher than expected frequencies in cwd negative animals suggesting disease resistance while 153c t was observed more than expected in positive animals suggesting susceptibility the two coding polymorphisms 285a c q95h and 286g a g96s have been described in white tailed deer populations sampled in colorado and wisconsin frequency distributions of coding polymorphisms in wisconsin and illinois deer populations were different an unexpected result considering the sampled areas are less than 150 km apart the total number of polymorphisms per animal silent or coding was negatively correlated to disease status the potential importance of silent polymorphisms 60c t 153c t 555c t either individually or cumulatively in cwd disease status has not been previously reported,gmpd,1455
10.4269/ajtmh.1979.28.526,schistosomiasis mansoni infection was found in more than 50 tourists who had visited omo national park ethiopia and bathed and swum in the mui river a survey revealed schistosoma mansoni infection in 41 of park residents and in 33 of the neighboring suri people eggs were found in stools and adult worms at autopsy of wild papio anubis and cercopithecus aethiops trematode larvae were found in 27 of biomphalaria pfeifferi snails found in the mui river the source of the disease and the implications of its spread with the future development of the omo valley are discussed,gmpd,573
10.4269/ajtmh.1981.30.689,epidemiological investigations of an outbreak of mayaro may virus which occurred inthe rural village of belterra pará brazil are reported human cases were first recorded in december 1977 and continued through june 1978 approximately 20 of the more than 4 000 persons resident in belterra were infected and a very high proportion of those infected suffered overt clinical illness cases were identified in all areas of belterra and among all age groups however the greatest number of cases was seen among those who resided in close proximity to the forests yellow fever yf virus was also active in belterra concurrently with the may virus outbreak six human cases of yf were identified of which five were fatal the yf outbreak ended following yf vaccination of the human population,gmpd,779
10.4269/ajtmh.1984.33.940,serum samples were obtained within 3 days of capture from 106 cynomolgus monkeys macaca fascicularis in peninsular malaysia fifty two monkeys were trapped on the fringes of palm oil estates and 54 in dense primary jungle sera were tested for antibodies to hepatitis a virus hav with a commercial radioimmunoassay twenty four animals had detectable serum anti hav activity 6 of 52 from palm oil estate sites and 18 of 54 from primary jungle sites among monkeys at both sites antibody prevalence was strongly correlated with animal weight overall only four of 69 monkeys 6 weighing less than 2 0 kg had serum anti hav antibodies while 14 of 29 48 weighing 2 0 to 3 9 kg and 6 of 8 75 weighing 4 0 kg or more had serum anti hav antibodies these data suggest that wild cynomolgus monkeys in malaysian jungles become infected with hav or an hav like virus at a rate comparable to that of humans in the same region and raise the possibility of a sylvatic cycle for hav,gmpd,962
10.4269/ajtmh.1987.36.133,crimean congo hemorrhagic fever cchf virus is becoming increasingly recognized as an important human pathogen in southern africa in order to determine the role of wild mammals in the natural ecology of the virus sera from 3 772 wild mammals of 87 species and from 1 978 domestic dogs collected in south africa and zimbabwe between 1964 and 1985 were tested for antibody to cchf virus by reversed passive hemagglutination inhibition rphi and by indirect immunofluorescence if antibody was found to be highly prevalent in large mammals in the orders artiodactyla and perissodactyla such as giraffe giraffa camelopardalis 3 3 positive rhinoceros ceratotherium simium and diceros bicornis 7 13 eland taurotragus oryx 59 127 buffalo syncerus caffer 56 287 kudu tragelaphus strepsiceros 17 78 and zebra equus burchelli 16 93 in small mammals antibody was found in the sera of 40 293 hares 22 1 305 rodents and 1 74 wild carnivores but not in 522 primates 176 insectivores or 19 hyrax antibody was also found in the sera of 118 1 978 domestic dogs the species of wild mammal in which antibody was distributed with highest antibody prevalence in hares and large herbivores reflects the feeding preference of immature and adult ticks of the genus hyalomma suggesting that hyalomma sp are the principal cchf vectors in the wild,gmpd,1317
10.4269/ajtmh.1989.40.428,plaque reduction serum dilution neutralization was used to evaluate the status of bunyavirus activity in deer in mountainous areas of california antibodies against 9 bunyaviruses were measured in 337 mule deer odocoileus hemionus hemionus o hemionus californicus and o hemionus inyoensis and black tailed deer o hemionus columbianus more deer from high mountainous areas had neutralizing antibodies against jamestown canyon virus than did deer from low mountainous areas 23 vs 9 p less than 0 01 this finding is consistent with transmission by snow pool aedes mosquitoes results for jerry slough virus were nearly identical to those for jamestown canyon virus which is further evidence that these are strains of the same virus neutralizing antibodies against northway virus were present in 26 of deer from high mountainous areas and 23 of deer from low mountainous areas suggesting the involvement of a widespread vector such as culiseta inornata northway virus is not known to occur outside of alaska and northwestern canada low prevalences of antibodies were detected in deer to california encephalitis la crosse and snowshoe hare viruses of the california serogroup and cache valley lokern and main drain viruses of the bunyamwera serogroup,gmpd,1243
10.4269/ajtmh.1989.41.379,a sero epidemiological study of malaria with special emphasis on plasmodium brasilianum p malariae was conducted on 4 indian tribes living in the amazon basin of northern brazil the arara the parakana the asurini and the metuktire the incidence of malaria as determined by blood films was very low in all tribes parasitemia levels in most individuals were less than 0 02 determination of the plasmodial species was not feasible high levels of antibodies to both blood stages and sporozoites were detected for p brasilianum p malariae p falciparum and p vivax the anti sporozoite antibody response against all 3 plasmodial species was age related all of the metuktire adults and almost 90 of the asurini adults had anti sporozoite antibodies against p brasilianum p malariae the presence of p brasilianum was confirmed in many of the indigenous monkeys by blood films and serology this suggests that the monkeys which are often kept as pets serve as reservoir hosts anopheles darlingi mosquitoes infected with p brasilianum p malariae were found in the study area,gmpd,1062
10.4269/ajtmh.1993.48.693,to determine whether the presence of ungulates may inhibit transmission of the agent of lyme disease borrelia burgdorferi while promoting the abundance of its european vector tick ixodes ricinus we compared the feeding density of subadult ticks on roe deer capreolus capreolus red deer cervus elaphus fallow deer dama dama and wild sheep ovis ammon near berlin and in brandenburg state germany the prevalence of spirochetal infection in these ticks was compared with that in ticks swept from nearby vegetation spirochetes are present in nearly one fifth of nonfed questing nymphal and adult wood ticks in the region many ungulates in this intensely enzootic region fail to mount a detectable humoral response against the agent of lyme disease even when exposed to numerous infected ticks during the height of the summer each ungulate may support the feeding of hundreds of subadult ticks larvae feed lower on the bodies of hoofed game than do nymphs few ticks retain infection by the lyme disease spirochete after feeding on hoofed game animals we conclude that numerous i ricinus ticks feed on ungulates but that such host contact fails to infect these ticks while eliminating pre existing spirochetal infection,gmpd,1212
10.4269/ajtmh.1998.59.452,this paper reports the first isolation of mayaro may virus from a patient infected in french guiana the identification was initially performed using immunofluorescent antibody testing with specific mouse antibody and confirmed by plaque reduction neutralization testing and reverse transcription polymerase chain reaction to determine if may virus infection is widespread in french guiana a serosurvey was performed to determine the prevalence of antibody to this virus in various ethnic groups and areas of french guiana human sera n 1 962 were screened using the hemagglutination inhibition hi test to determine whether may virus circulates in the rain forest a serosurvey in monkey populations was performed monkey sera n 150 were also screened for antibody to may virus using hi testing of the human sera tested 6 3 were positive for anti may virus antibodies significant differences in may virus seroprevalence between different age groups were observed seroprevalence rates increased with age with a large increase in people 10 19 years of age in comparison with those less than 10 years of age after adjustment for age significant differences were also found between places of residence the prevalence of anti may virus antibody was higher in people living in contact with the forest especially in the haut oyapock area odds ratio or 97 7 95 confidence interval ci 48 2 197 9 and along the maroni river or 39 7 95 ci 20 6 76 6 the ethnic differences observed in this study were probably due to differences in residence among monkeys higher seroprevalence rates were found in alouatta seniculus 66 0 than in saguinus midas 18 2 among alouatta the seroprevalence increased significantly with weight and therefore with age this study indicates that may virus is present in french guiana and human infections occur in areas where people live near the tropical rain forest,gmpd,1874
10.4269/ajtmh.1998.59.704,cache valley virus cvv and potosi virus potv are two closely related mosquito borne viruses bunyaviridae bunyamwera group that appear to circulate in several regions of the united states especially the midwest we determined the prevalence of specific neutralizing antibodies to both viruses in indiana white tailed deer and conducted infection experiments to assess whether deer could serve as an vertebrate amplifying host cross infection experiments also were carried out to investigate the level of antibody cross reactivity and cross protection between the two viruses the seroprevalence rate was high for both cvv 66 and potv 43 in adult deer statewide antibodies neutralizing cvv were more common among deer harvested in the northern part of indiana whereas the prevalence of potv antibodies suggested a more southern distribution for this virus experimental infections of captive deer showed that they may serve as amplifying hosts for either virus deer infected with cvv or potv developed a 1 3 day viremia with 3 0 and 4 1 log10 plaque forming units ml mean peak titers respectively however significant levels of antibody cross reactivity between the two viruses were observed viremia was lower and shorter when animals immune to either cvv or potv were cross infected with the alternate virus and antibody responses following cross infections resembled original antigenic sin with higher titers of antibodies against the primary agent,gmpd,1444
10.4269/ajtmh.2001.64.310,wild populations of nonhuman primates live in regions of sylvatic arbovirus transmission to assess the status of arbovirus transmission in bornean forests and the susceptibility of wild orangutans to arboviral infection blood samples of wild orangutans semi captive orangutans and humans were examined samples were tested by plaque reduction neutralization test for antibodies to viruses representing three families flaviviridae alphaviridae and bunyaviridae including dengue 2 japanese encephalitis zika langat tembusu sindbis chikungunya and batai viruses both wild and semi captive orangutan groups as well as local human populations showed serologic evidence of arbovirus infection the presence of neutralizing antibodies among wild orangutans strongly suggests the existence of sylvatic cycles for dengue japanese encephalitis and sindbis viruses in north borneo the present study demonstrates that orangutans are susceptible to arboviralinfections in the wild although the impact of arboviral infections on this endangered ape remain unknown,gmpd,1047
10.4269/ajtmh.2004.71.227,random amplified polymorphic dna rapd was used to study genetic variation within oesophagostomum bifurcum in ghana four different decamer primers were used for the amplification of dna from individual o bifurcum adults n 41 from humans and non human primates including the mona monkey patas monkey and olive baboon from different geographic regions analysis of the amplicons from all 41 nematodes by high resolution denaturing polyacrylamide gel electrophoresis defined a total of 326 informative rapd bands cluster analysis of the rapd data based on pairwise comparison of banding profiles showed that o bifurcum from humans was genetically distinct from o bifurcum from the mona and patas monkeys and from the olive baboon these findings clearly demonstrate the existence of population genetic substructuring within o bifurcum from different primate hosts in ghana and raise interesting questions about host specificity epidemiology e g zoonotic transmission and ecology of the different genotypes of o bifurcum,gmpd,1013
10.4269/ajtmh.2004.71.373,cyclospora cayetanensis is an emerging protozoan parasite capable of causing a protracted diarrheal illness in both immunocompromised and immunocompetent individuals ingestion of fresh produce and water sources contaminated with mature sporulated oocysts results in acquisition of cyclosporiasis currently no animal model exists for the study of this pathogenic parasite and the only confirmed reservoir host for c cayetanensis in nature is humans previously cyclospora like oocysts had been detected by microscopy in several animals including non human primates however their phylogenetic relationship to c cayetanensis remained uncertain due to the limited availability of molecular techniques to differentiate and speciate these isolates in the present study we examined a series of fecal isolates obtained from dogs chickens and monkeys collected between may and september 2002 from several geographic regions of nepal all samples were examined by microscopy and a polymerase chain reaction pcr for the presence of c cayetanensis both microscopic and conventional pcr restriction fragment length polymorphism rflp analysis demonstrated the presence of cyclospora sp in the fecal samples of two dogs one chicken and one monkey application of a species specific multiplex pcr assay confirmed the presence of both eimeria sp and c cayetanensis in the positive chicken sample and only c cayetanensis in the dog and monkey samples however in the absence of tissue analysis the assignment of these animals as a natural reservoir host for c cayetanensis remains to be determined,gmpd,1575
10.4269/ajtmh.2006.74.322,cryptosporidiosis is a rapidly emerging disease in the tropics this is the first report of cryptosporidium and other protozoan infections entamoeba spp iodamoeba chilomastix and balantidium spp in wild primates that inhabit the natural forest of sri lanka it is unclear if non human primates serve as a reservoir for these parasites under certain conditions a cross sectional coprologic survey among 125 monkeys 89 toque macaques 21 gray langurs and 15 purple faced langurs indicated that cryptosporidium was detected in all three primate species and was most common among monkeys using areas and water that had been heavily soiled by human feces and livestock most macaques 96 shedding cryptosporidium oocysts were co infected with other protozoans and important anthropozoonotic gastrointestinal parasites e g enterobius and strongyloides the transmission of these parasites among primates in the wild may have important implications for public health as well as wildlife conservation management,gmpd,997
10.4269/ajtmh.2007.76.173,sera from 936 mammalian mesopredators virginia opossums gray foxes striped skunks hooded skunks raccoons a bobcat and a red fox were collected during 2003 and 2004 in california arizona texas louisiana ohio and wyoming and screened for flavivirus specific antibodies by an epitope blocking enzyme linked immunosorbent assay blocking elisa serum samples positive for antibodies against flaviviruses were screened for west nile virus wnv specific antibodies by blocking elisa and selectively confirmed with plaque reduction neutralization tests high prevalence rates were observed in raccoons 45 6 and striped skunks 62 9 the high wnv antibody prevalence noted in mesopredators their peridomestic tendencies and their overall pervasiveness make these species potentially useful sentinels for monitoring flaviviruses in defined areas,gmpd,830
10.4269/ajtmh.2008.78.195,like domestic cats wild felids are involved in the complete infective cycle of toxoplasma gondii because they can host in their gastrointestinal tract sexually mature parasites and shed infective oocysts in their feces we report to our knowledge the first isolation and molecular characterization of a t gondii strain from the heart tissue of a free living jaguar panthera onca in french guiana sequencing at six polymorphic markers indicated that the jaguar isolate had an atypical genotype including an allele at tgm a previously found only in isolates from south america and an allele at gra6 which was previously reported only in californian sea otter isolates these findings are consistent with the recent description of atypical t gondii strains involved in severe toxoplasmoses in immunocompetent patients in french guiana that seemed to be linked to a neotropical forest based cycle involving wild cats and their prey,gmpd,925
10.4269/ajtmh.2010.09-0668,dna of two distinctive adenoviruses was detected in wild chimpanzees in western tanzania that showed clinical signs of acute upper respiratory disease notably coughing the amplified sequences from part of the capsid hexon gene suggests that one virus is a novel adenovirus serotype candidate and the other virus is a species c adenovirus most closely related to recent isolates from captive chimpanzees in the united states simian adv 37 with 86 nucleic acid identity and simian adv 40 with 95 nucleic acid identity respectively the species c adenovirus sequences suggest possible recombination with a human adenovirus the source of these viruses and disease association is not known,gmpd,683
10.5604/1232-1966.1108584,microsporidial infections may be asymptomatic in immunocompetent hosts but can be severe and disseminated in hiv aids patients children the elderly or in immunocompromised individuals including those with primary or medically induced immunodeficiencies 209 faecal samples were collected from 80 clinical patients with or without abdominal symptoms and tested for the presence of the parasites microsporidia were found in 10 of the 80 patients 12 5 using trichrom staining of faecal smears and or pcr encephalitozoon intestinalis and 1 unidentified species were identified in 2 of the 32 children with primary immunodeficiencies 6 presenting with diarrhoea including one co infection with cryptosporidium meleagridis in the group of patients with medically induced immunosuppression transplant recipients 8 of the 48 patients 17 were tested positive for microsporidia thus these pathogens should be taken into account when the other etiological agents cannot be found in diarrheic patients with pids or undergoing immunosuppressive treatment before or after transplantation this article presents the results of the first epidemiological study on the occurrence and prevalence of microsporidia in patients with primary and secondary immunodeficiency in poland,gmpd,1257
10.5694/j.1326-5377.1992.tb141276.x,to survey the prevalence of intestinal worms particularly echinococcus granulosus in foxes in canberra,gmpd,102
10.7589/0090-3558-11.2.189,parasites collected from free ranging black bears ursus americanus pallas 1780 from northeastern minnesota or northern michigan include the dog tick dermacentor variabilis say 1821 the winter tick d albipictus packard 1869 a louse trichodectes pinguis euarctidoes hopkins 1954 an ascarid worm baylisascaris transfuga rudolphi 1819 a filarial worm dirofilaria ursi yamaguti 1941 taeniid tapeworms and unidentified fleas the broad fish tapeworm diphyllobothrium latum linnaeus 1785 was reported to be common in man and black bears in northeastern minnesota earlier in this century but now it apparently is uncommon in black bears in norther wisconsin cannibalism of carcasses is common in the black bear and may play a major role in the transmission of trichinella,gmpd,762
10.7589/0090-3558-12.4.504,sera from seven species of wild animals in ontario were examined for antibody to toxoplasma gondii using the sabin feldman dye test of 158 sera tested 53 of the red foxes vulpes vulpes 56 of the striped skunks mephitis mephitis 78 of the coyotes canis latrans 33 of the black bears ursus americanus 18 of the short tailed shrews blarina brevicauda and none of the field voles microtus pennsylvanicus had antibody antibody to t gondii was present in sera from wild animals captured throughout southern ontario a positive linear correlation between prevalence of toxoplasmosis and age of fox pups was calculated p 0 005,gmpd,617
10.7589/0090-3558-14.1.97,parasites collected from free ranging black bears ursus americanus in northern wisconsin included dermacentor variabilis d albipictus ixodes scapularis demodex sp trichodectes pinguis euarctidos baylisascaris transfuga and dirofilaria ursi mange possibly caused by the demodex sp also was observed dental caries were common and periodontal disease was observed in one animal,gmpd,374
10.7589/0090-3558-14.2.165,twelve cases of oral papillomatosis were detected in wild carnivores of alberta ten in coyotes canis latrans and two in wolves canis lupus lesions ranged from mild with a few small papillomas to severe with much of the surface of the lips tongue and buccal cavity covered with papillomas three of five coyotes with severe papillomatosis were in obvious poor health the gross and histologic lesions are described and the significance of this disease in wild carnivores is discussed,gmpd,480
10.7589/0090-3558-14.2.178,examination of 53 black bears ursus americanus from six states in the southeastern united states revealed at least 17 species of endoparasites including sarcocystis sp spirometra mansonoides spargana macracanthorhynchus ingens ancylostoma caninum arthrocephalus lotoris baylisascaris transfuga capillaria aerophila capillaria putorii crenosoma sp cyathospirura sp dirofilaria immitis gnathostoma sp gongylonema pulchrum microfilariae molineus barbatus physaloptera sp and strongyloides sp twelve of these represent new host records for black bear and two are considered to be new species data are presented on prevalence intensity and geographic distribution of each species pathologic effects were associated with infections of spargana of s mansonoides and adults of c aerophilia,gmpd,781
10.7589/0090-3558-14.2.247,seventeen coyotes canis latrans from central utah were surveyed for parasites five species of parasites not reported previously from coyotes in utah were detected filaroides osleri physaloptera sp spirocerca sp ancylostoma caninum and cediopsylla simplex in all 11 genera of parasites were observed,gmpd,298
10.7589/0090-3558-14.3.314,a total of 395 coyotes canis latrans was examined in the field for lungworms filaroides osleri and capillaria aerophila with 60 trachea and bronchial trees returned to the laboratory for detailed examination coyote carcasses were obtained from eight central states oklahoma colorado wyoming iowa south dakota nebraska texas and three regions of kansas cysts of f osleri were present in the trachea or first division of bronchi of 68 17 of the coyotes examined c aerophila infections were identified during field examinations primarily by the excess mucus in the bronchi in 151 38 coyotes nearly 6 of the coyotes examined were infected with both lungworm species a total of 195 49 coyotes had at least one species of lungworm filaroides was less frequent in iowa and kansas capillaria infections were present in at least 30 of the coyotes examined at all stations,gmpd,862
10.7589/0090-3558-16.2.225,the occurrence of dirofilaria immitis in gray fox urocyon cineroargenteus was determined by gross examination blood samples and filtered tissue sediments in a sampling of 149 gray foxes taken from alabama and georgia during the 1977 78 trapping season microfilariae were not found in blood samples obtained from 24 of these gray foxes three of 82 male foxes 3 7 and 1 of 67 female foxes 1 5 were infected with heartworm d immitis rate of infection was 1 of 19 5 3 and 3 of 130 2 3 respectively in juvenile and adult gray foxes single sex infections with d immitis occurred in 4 of the 6 foxes with a maximum nematode burden of approximately eight two other infected foxes were encountered separate from this study,gmpd,713
10.7589/0090-3558-16.2.229,dirofilaria immitis was found in 8 of 225 3 6 red foxes vulpes vulpes collected from fur buyers and trappers in bond clinton dekalb edgar ford jasper moultrie and richland counties illinois infections ranged from 1 to 23 nematodes per fox the finding of d immitis in red foxes represents a new host record for the state,gmpd,319
10.7589/0090-3558-16.3.423,two hundred sixty five black bears ursus americanus from northcentral idaho were examined serologically over a five year period for antibodies against selected infectious disease agents the number of positive serum samples number of sera tested and percent positive for each infectious agent is tularemia 65 340 19 brucellosis 18 332 5 toxoplasmosis 23 303 8 leptospirosis 2 196 1 trichinosis 16 122 13 q fever 13 210 6 st louis encephalitis 3 340 1 western equine encephalitis 4 334 1 rocky mountain spotted fever 6 282 2 black bears may serve as an indicator for infection in other wildlife domestic animals and humans in the area,gmpd,632
10.7589/0090-3558-17.2.217,raccoons procyon lotor typical of animals released by private hunting clubs in the appalachian mountains were examined for helminth parasites to evaluate the influence raccoon translocation might have on parasitic diseases results were compared with data from resident raccoons from characteristic release areas translocated raccoons harbored 19 helminth species that were exotic to resident animals most of these exotic parasites were trematodes 74 an additional 19 species were found in both translocated and resident raccoons and another 5 species were present only in residents three of the 19 exotic helminth parasites and 10 of the 19 enzootic species found in translocated raccoons are known to have some degree of pathogenicity to raccoons other wildlife domestic animals or man at present disease risks associated with the helminth parasites of these translocated raccoons were not considered alarmingly high however potential problems that could not be discounted were artificial intensification of undesirable enzootic parasites on release sites or expression of pathogenicity by exotic parasites presently considered nonsignificant,gmpd,1143
