doi,title,abstract,class
10.5296/ije.v10i2.13085,Occupational Stress among Teachers in Private Senior Secondary Schools in Botswana: Causes and Consequences,observing the importance of stress among employees this study was conducted to investigate the causes and effects of stress among private secondary school teachers in botswana the specific objectives were to identify the causes of work related stress to find out the effect of work related stress on performance to explore and suggest ways of preventing work related stress among teachers the findings of the study should guide the stakeholders especially policy makers towards reducing the stress in teachers the study was conducted in two phases pilot phase and final phase in pilot phase sampled teachers were interviewed to collect basic information on teachers stress helped in construction of data collection instrument in the final phase data was collected through a survey of 90 stratified random sampled teachers using a validated and reliable questionnaire the data analysis was done through the descriptive statistics whereby mean and standard deviations were calculated the school policies contradicting with working environment too much work load teaching and extra duties and pupils indiscipline in class were identified the three most important causes of stress among teachers whereas low morale and motivation increase in job dissatisfaction and conflict at work place were the three important effects of stress effective planning and implementation prioritizing work and ignoring the stressor environment were identified the three major ways to reduce stress it was recommended that possible attempts should be made to reduce workload of teachers strategies should be devised and implemented to reduce indiscipline among students teachers should focus on proper planning and implantation of their work based on priority,unknown
10.3889/oamjms.2014.107,Influence of Testosterone Replacement Therapy on Metabolic Disorders in Male Patient with Type 2 Diabetes Mellitus and Androgen Deficiency,introduction multiple epidemiological studies have shown that low testosterone levels are associated with and predict the future development of t2dm aim the aim of study was to show the influence of testosterone replacement therapy on anthropometric characteristics glycosylated hemoglobinlevel level blood pressure and dyslipidemia in patients with t2dm and androgen deficiency materials and methods â from 125 male patients with t2dm were randomized 85 subjects with age 49 8 â 6 74 and bmi from 35 83 â 3 65 kg m2 in placebo controlled study we divided patients into two groups 1 treatment group where was used testosterone replacement therapy 2 placebo group where was used placebo in both groups was added life style modification but antidiabetic therapy was unchanged results after six months of treatment we repeated the diagnostic assessments lipid profile was improved in both groups but in group i it was statistically significant free testosterone level increased in all groups but in group i it was statistically significant hba1c decreased in both group but in group i we had the best result blood pressure was reduced in both groups results were similar conclusion our study demonstrated that it is possible to regulate blood pressure lipid profile hba1c bmi by raising testosterone in diabetic men with androgen deficiency,unknown
10.1177/09697330221107143,Public health nurses’ professional dignity: An interview study in Finland,background dignity is a central human value supported by nurses professional ethics in previous studies nurses in clinical practice have experienced that dignity increased their work well being and pride of work dignity is also strictly interweaved to professional identity in the different nursing roles but little is known about dignity among public health nurses and primary care settings purpose this study aimed to describe the perceptions of nursing s professional dignity of public health nurses in primary care in finland research design an inductive qualitative descriptive approach with semi structured focus group interviews was utilised participants and research context twenty seven finnish public health nurses were interviewed via eight semi structured focus group interviews in primary health care settings ethical considerations before data collection research permissions were obtained from participating health care centres this type of research in finland with competent adult participants does not require ethical pre assessment but written and oral informed consent obtained before the interviews findings based on our findings public health nurses perceived that professional dignity was 1 part of their self respect an observed daily value based on their acknowledged competence besides they perceived that 2 service users trust in public health nurses was a strong expression of professional dignity and it could be uncovered when recipients of care utilised their services in addition public health nurses experienced that 3 professional dignity was an expression of different intertwined interprofessional and social factors discussion and conclusion professional dignity is simultaneously an essential prerequisite and an outcome of public health nurses work in future more information would be needed to implement strategies in primary health care to foster nurses professional dignity also in international public health arenas,unknown
10.1680/jgrma.15.00031,Absorption of volatile organic compounds by different wool types,this paper summarises the quantitative analysis of the absorption of volatile organic compounds vocs namely gaseous formaldehyde toluene limonene and dodecane by different wool types vocs are of increasing concern due to their role as accumulating indoor air contaminants and this paper demonstrates the potential of wool as a sustainable and natural solution to this problem building on previous data different wool types were tested by way of two different methods to assess their absorption ability with regard to these vocs for formaldehyde analysis the samples were subjected to cycles of exposure to excess formaldehyde gas while the weight gain was measured for the other vocs a modified microchamber was used to flow the gases through the samples followed by trapping and quantification of the non absorbed vocs using tenax ta tubes the data presented indicate that wool is able to absorb a range of vocs in differing amounts the data also show that the amount and the type of vocs absorbed by wool were dependent on the sheep breed and the processing of the wool,unknown
10.1080/17550912.2016.1250361,"The Gulf Cooperation Council countries and countering ISIS: threats, policies and challenges",the gulf cooperation council gcc countries are being affected by the rise of terrorism and radicalism which in turn has been driven by the creation of isis state in iraq and syria in mid 2014 the group s presence in iraq and syria is inciting many gulf civilians to travel to syria to take part in the conflict against al assad or to act as local fundraisers for the organization furthermore after a while the gulf fighters are either moving back to their home countries or to other conflict zones such as libya and yemen and vice versa this paper examines how gcc countries are countering the threats posed by isis to their national security by focusing on the counter isis policies developed on the national level the paper identifies three patterns of threats that include the recruitment of their citizens to join the conflict in syria the local replica of isis that has recently targeted shiite mosques in saudi arabia and kuwait and private donations channelled to the armed groups in syria these threats are examined in detail in the first section of this paper as they represent different aspects of isis influence and appeal in the gulf societies in order to avoid generalizations the analysis and discussion in this paper are based on the examination of the profiles of a sample of 15 gulf fighters recruited by isis during 2014 2015 originating from saudi arabia bahrain and kuwait the paper also examines the policies adopted at the national level in the gcc countries to curb isis influence and appeal and identifies the main challenges encountered by these countries in countering isis,unknown
10.1007/s11196-020-09750-5,Cyberbullying in Polish Debate on the Białowieża National Forest,abstractsocial media platforms have conquered almost all fields of human life their impact as opinion creating tools is undisputable they not only offer a place for people to exchange experiences but are also a virtual space where people fight with words in defence of their beliefs this second function has made social media a rich source for linguistic analysis providing material for the most current social political and economic issues the main aim of this paper is to contribute to reducing the identified gap in the literature on hate speech and consequential cyberbullying from the linguistic perspective and provide conclusions on elements of hate speech through the analysis of statements relating to the cut out of the białowieża national forest the examples were excerpted from the polish social media websites of activists representing two opponent groups this paper consists of three parts the first part provides an overview of the literature related to hate speech cyberbullying their definitions roles and the possibilities of analysis in this part the background of the discussed polemic is also highlighted the geographic location of the białowieża national forest arguments used by both sides of the conflict etc the second part of the paper presents and discusses the results of the conducted research after having examined some of the social media platforms used by the groups representing different attitudes to the described conflict including facebook twitter etc we have identified linguistic patterns within aggressive and vulgar statements expressed both directly and indirectly therefore our analysis concentrates on categorisation of characteristic elements of hate statements in the third part of the paper we present conclusions referring to the results of the analysis,unknown
10.21837/pm.v14i5.179,MAIN CRITERIA IN THE DEVELOPMENT OF SMART CITIES DETERMINED USING ANALYTICAL METHOD,a smart city is one that is highly developed innovative environment friendly and incorporates relevant aspects of the economy technology mobility quality of life and other aspects that contribute to the well being of its residents to achieve the status of a smart city several requirements criteria or indicators need to be considered strategic decisions by planners of a smart city play an important role in determining how the city uses resources and opportunities through the harnessing of modern technology to build a framework of innovation that nurtures a healthy society in an economy that is dynamic and environment conscious smart cities focus on various elements of humanity learning the environment technological infrastructure social development and urban growth the aim of this study is to examine these requisites of a smart city and to use the analytic hierarchy process ahp methodology in assigning weightage to each element that is considered essential to its development smart environment and smart mobility were found to be the top two important factors in the successful building of a smart city the actual values that shape smart cities are based on a balance of factors such as smart environmental practices smart governance smart living smart mobility smart people and smart economy these principal key elements work together to exploit the technologies that help bring about the realization of a smart city,unknown
10.1128/jcm.35.1.102-105.1997,The degrees of hepatocyte nuclear but not cytoplasmic expression of hepatitis B core antigen reflect the level of viral replication in chronic hepatitis B virus infection,although immunodetection of hepatitis b core antigen hbcag in the liver has long been recognized as a marker of active hepatitis b virus hbv replication the correlation between the level of viral replication and the degrees of expression of hbcag in hepatocytes remains to be established in this study we examined the semiquantitative relationship between the level of hbv dna in serum and the degree of expression of hbcag in the hepatocyte nucleus or cytoplasm in 80 adults with chronic hepatitis b expression of hbcag in hepatocytes was studied by the avidin biotin immunoperoxidase method and the results were scored on a scale of 0 to 4 values corresponding to the positivity of 0 1 to 10 11 to 25 26 to 50 and gt 50 respectively of hepatocytes examined serum hbv dna was tested by a liquid hybridization assay and the results were scored on a scale of 0 to 5 values corresponding to undetectable levels and levels of lt or 50 51 to 100 101 to 150 151 to 200 and gt 200 pg ml respectively the results revealed a highly significant positive correlation between the level of hbv dna in serum and the degree of expression of hbcag in nuclei spearman rank correlation coefficient rs 0 653 p lt 0 001 the mean scores 95 confidence intervals of levels of hbv dna in sera of patients whose levels of expression of hbcag in nuclei received a score of 0 n 33 1 or 2 n 35 and 3 or 4 n 12 were 1 3 1 1 to 1 5 2 5 2 1 to 2 9 and 3 9 3 1 to 4 7 respectively however no correlation between the level of hbv dna in serum and the degree of expression of hbcag in the cytoplasm was noted rs 0 026 p gt 0 8 in conclusion the degree of expression of hbcag in the hepatocyte nucleus but not the cytoplasm can accurately reflect the level of viral replication in patients with chronic hepatitis b,unknown
10.2190/hqkf-m1q1-7142-nxke,Conflicting Ideologies: Simulating Significant Historical Human Decision Processes,some would suggest teaching history is more the process of teaching the thoughts and actions of individuals than the conceptualization of events the understanding of major changes in man s thinking reflected in subsequent events create a good foundation for the additional acquisition of factual knowledge the intended result of this research was for the simulation user to develop a better insight into the actual thinking of significant historical personages two simulations were developed one being the antithesis of the other in order to represent both sides of the ideologies in conflict the study was a formative small group evaluation 12 subjects performed during the evaluation phase of the simulation instructional design it is a proof of concept evaluation for the potential effectiveness of the computer model concept and not a formal quantitative statistical evaluation a pre post semantic differential was used to assess the user s impression of the simulated role profile a simple experimental design was comprised of a series of two one group pretest experimental method posttest configurations each treated as independent treatments a statistical analysis for the global assessment and for individual composite variable assessment of the semantic differential was performed using a t test paired two samples for means method an additional factor analysis test an orthogonal rotation method spss quartimax was used to further quantify specific profile items assessment changes some of the results were significant and suggest additional applications of the simulations however because of the small subject population used no generalizations can be made based on this study,unknown
10.1542/peds.2007-3569,Prevalence and Natural History of Gastroesophageal Reflux: Pediatric Prospective Survey,objective the prevalence and natural history of gastroesophageal reflux in infants have been poorly documented the aim of this study was to evaluate the prevalence and natural history of infant regurgitation in italian children during the first 2 years of life methods a detailed questionnaire according to the rome ii criteria was completed by 59 primary care pediatricians to assess infant regurgitation in consecutive patients seen in their office over a 3 month period a total of 2642 patients aged 0 to 12 months were prospectively enrolled during this 3 month period follow up was performed at 6 12 18 and 24 months of age results a total of 313 children 12 147 girls received the diagnosis of infant regurgitation vomiting was present in 34 of 313 patients their score for the infant gastroesophageal reflux questionnaire was 8 51 4 75 mean sd follow up visits were conducted to the end in 210 of 313 subjects regurgitation had disappeared in 56 of 210 infants by the first 6 months of age in 128 by the first 12 months in 23 at 18 months and in 3 patients by the first 24 months at follow up 1 of 210 patients had developed a gastroesophageal reflux disease with esophagitis proven endoscopically and histologically another patient received a diagnosis of cow milk protein intolerance the infant gastroesophageal reflux questionnaire score reached 0 after 8 2 3 9 months in breastfed infants 89 of 210 and after 9 6 4 1 months in artificially fed infants conclusions we found that 12 of italian infants satisfied the rome ii criteria for infant regurgitation eighty eight percent of 210 infants who had completed a 24 month follow up period had improved at the age of 12 months only 1 patient later turned out to have gastroesophageal reflux disease use of breast milk was associated with a shorter time necessary to reach an infant gastroesophageal reflux questionnaire score of 0,unknown
10.29194/njes.23030306,Strut and Tie Modelling of Reinforced Concrete Deep Beams Under Static and Fixed Pulsating Loading,numerical analysis of the performance of reinforced concrete rc deep beam subjected to static and fixed point pulsating loading at the midpoint has been investigated three dimensional nonlinear finite element model using the strut and tie approach was adopted the damage level under the influence of the applied fixed pulsating loading is higher than the static applied loading hence early crack was observed because of the stepwise loading in the form of vibration although the strut and tie approach gave a good estimation of the resistance capacity of the beam the beam undergo high shear damage when subjected to these two types of loading material strength properties applied loadings and cross sections adopted are some of the factors that affect the performance of the deep beam,unknown
10.1115/fuelcell2014-6670,Exergy Analysis of Combined Cycle of SOFC-Gas Turbine Using Coal-Base Syngas at Different Mixture Compositions,detailed analysis of exergy on the integrated gasification combined cycle igcc incorporated with a solid oxide fuel cell sofc was conducted to explore the performance characteristics of the system the exergy destruction and exergy efficiency were analyzed at different syngas mixture compositions by varying the compressor pressure ratio sofc gas turbine system included gasifier gas cooler sofc compressor and gas turbine combustion chamber and heat recovery system generator results showed that using hydrogen enriched syngas mixture increased the net power and the exergy efficiency the highest exergy destruction occurred at the gasifier and combustion chamber,unknown
10.3389/fneur.2021.595679,Utility of Huntington's Disease Assessments by Disease Stage: Floor/Ceiling Effects,introduction an understanding of the clinimetric properties of clinical assessments including their constraints is critical to sound clinical study and trial design utilizing data from enroll hd a global prospective hd observational study and clinical research platform we examined several well established hd clinical assessments across all stages of disease for evidence of instrument constraints specifically floor ceiling effects to inform selection of appropriate instruments for use in future studies trials and identify gaps in instrument utility over the life course of the disease material and methods analyzing publicly available data from 6 614 hd gene expansion carriers hdgecs we grouped participants into deciles based on baseline cap score which ranged from 26 to 229 we used descriptive statistics to characterize data distribution for 25 outcome measures encompassing motor function cognition and psychiatric behavioral domains in each cap decile a skewness statistic threshold of 2 was defined a priori to indicate floor ceiling effects results we found evidence of floor ceiling effects in the early premanifest stages of disease for most motor and function assessments e g tms tfc and select cognitive tasks mmse trail making tests other cognitive assessments and the hads sis scales performed well ubiquitously with no evidence of floor ceiling effects at any disease stage floor ceiling effects were evident at every disease stage for certain assessments including pba s measures ceiling effects were apparent for dcl from onset stages onwards as expected discussion developing instruments sensitive to subtle differences in performance at the earlier stages of the disease spectrum particularly in motor and function domains is warranted,unknown
10.1017/s0079497x00078373,Appendix V: Report on the Thin-Sections of Pottery and Clay from Sarn-Y-Bryn-Caled and Coed-Y-Dinas,samples of fired clay l595 peterborough ware l596 ls97 l598 and beaker pottery l599 602 were submitted for examination they were studied using a x20 binocular microscope and in thin section the thin sections were prepared using dickson s method of saining which distinguishes various types of carbonaie although in this case none of the samples contained calcareous inclusions the dun sections were examined using a standardised procedure and die abundance maximum size and any relevant comments were recorded for the following inclusion types,unknown
10.1182/blood.v120.21.2784.2784,Delayed Cytogenetic Response and Reduced Rate of Major Molecular Response Associated to Increased Body Mass Index At Baseline in Chronic Phase Chronic Myeloid Leukemia Patients Treated with Imatinib.,abstract abstract 2784 obesity measured as body mass index bmi has been identified as a possible risk factor for the onset of several solid tumors as well as for chronic myeloid leukemia cml to date no correlations have been reported in this latter disease between bmi at baseline and response to targeted therapies we refer here on the impact of bmi on clinical response in cml three hundred and thirty nine chronic phase cp cml patients treated with imatinib entered the study 142 patients first received interferon alpha outside clinical trials and were then switched to imatinib for failure for this group of patients bmi was collected at the time of start of imatinib the remaining patients were consecutively treated with imatinib first line from january 2000 onward bmi was defined as the individual s body weight divided by the square of his of her height and patients were categorised according to who into four categories underweight bmi lt 18 5 normal weight bmi 18 5 lt 25 overweight bmi 25 lt 30 and obese bmi 30 all patients were followed according to eln guidelines we also analysed 25 cp cml patients treated frontline with nilotinib one hundred and fifty six patients 46 were categorized as underweight normalweight while 183 patients 54 were classified as overweight obese bmi increased with age with a median age of 29 years in underweight category 43 4 years in normal weight 54 9 years in overweight and 62 4 years in obese patients p 0 001 we did not reveal statistically significant association between bmi and prognostic risk stratification at baseline even when we used new eutos score or type of bcr abl transcript no statistically significant difference was revealed in terms of overall ccyr rate which was 87 for underweight normal weight categories compared to 84 for overweight obese group p 0 34 if compared to patients with low bmi lt 18 5 25 patients with increased bmi gt 25 40 at diagnosis who received imatinib showed a significantly longer median time to reach ccyr 6 8 months vs 3 3 months p 0 01 a reduced rate of mmr 77 vs 58 p 0 01 which was also achieved in a longer median time 29 months compared to 14 months p 0 03 at 18 months molecular kinetics revealed that median bcr abl abl ratio was 0 6 is range 0 001 2 in underweight normal weight group compared to 1 6 is range 0 01 3 in overweight obese category p 0 01 conversely no differences were revealed with respect to bmi in patients treated frontline with nilotinib and also patients with increased bmi obtained rapidly ccyr and mmr with an incidence similar to that of underweight normal weight patients these results suggest that cml patients with increased weight at baseline should be followed and carefully monitored if treated with standard dose imatinib frontline for a possible early switch to a second generation tki or as an alternative should preferably be candidate to receive these drugs as a first line therapy disclosures no relevant conflicts of interest to declare,unknown
10.1101/2021.06.15.448478,Active feature selection discovers minimal gene sets for classifying cell types and disease states with single-cell mRNA-seq data,abstractsequencing costs currently prohibit the application of single cell mrna seq to many biological and clinical analyses targeted single cell mrna sequencing reduces sequencing costs by profiling reduced gene sets that capture biological information with a minimal number of genes here we introduce an active learning method activesvm that identifies minimal but highly informative gene sets that enable the identification of cell types physiological states and genetic perturbations in single cell data using a small number of genes our active feature selection procedure generates minimal gene sets from single cell data through an iterative cell type classification task where misclassified cells are examined at each round of analysis to identify maximally informative genes through an active support vector machine activesvm classifier by focusing computational resources on misclassified cells activesvm scales to analyze data sets with over a million single cells we demonstrate that activesvm feature selection identifies gene sets that enable 90 cell type classification accuracy across a variety of data sets including cell atlas and disease characterization data sets the method generalizes to reveal genes that respond to genetic perturbations and to identify region specific gene expression patterns in spatial transcriptomics data the discovery of small but highly informative gene sets should enable substantial reductions in the number of measurements necessary for application of single cell mrna seq to clinical tests therapeutic discovery and genetic screens,unknown
10.3390/jcm8091437,FLAMSA-RIC for Stem Cell Transplantation in Patients with Acute Myeloid Leukemia and Myelodysplastic Syndromes: A Systematic Review and Meta-Analysis,reduced intensity conditioning ric regimens are established options for hematopoietic stem cell transplantation hsct for patients with acute myeloid leukemia aml and myelodysplastic syndrome mds however the efficacy of ric regimens for patients with high risk disease is limited the addition of a fludarabine amsacrine and cytarabine flamsa sequential conditioning regimen was introduced for patients with high risk mds and aml to combine a high anti leukemic activity with the advantages of ric the current systematic literature review and meta analysis was conducted with the aim of identifying all cohort studies of patients with aml and or mds who received flamsa ric to determine its efficacy and toxicity out of 3044 retrieved articles 12 published studies with 2395 overall patients 18 1 76 0 years 96 8 aml and 3 2 mds follow up duration of 0 7 145 months 50 3 had active aml disease before hsct met the eligibility criteria and were included in the meta analysis in the pooled analysis the 1 and 3 year overall survival os rates were 59 6 95 confidence interval ci 47 9 70 2 and 40 2 95 ci 28 0 53 7 respectively the pooled 3 year os rate of the patients who achieved cr1 or cr2 prior to hsct was 60 1 95 ci 55 1 64 8 and the percentage of those with relapse or refractory disease was 27 8 95 ci 23 3 32 8 the pooled 3 year leukemia free survival lfs rate was 39 3 95 ci 26 4 53 9 approximately 29 of the patients suffered from grades 2 4 acute graft versus host disease gvhd while 35 6 had chronic gvhd the pooled 1 and 3 year non relapse mortality nrm rates were 17 9 95 ci 16 1 19 8 and 21 1 95 ci 18 8 23 7 respectively our data indicates that the flamsa ric regimen is an effective and well tolerated regimen for hsct in patients with high risk aml and mds,unknown
10.1242/dev.043968,Blimp1 controls photoreceptor versus bipolar cell fate choice during retinal development,photoreceptors rods and cones are the most abundant cell type in the mammalian retina however the molecules that control their development are not fully understood in studies of photoreceptor fate determination we found that blimp1 prdm1 is expressed transiently in developing photoreceptors we analyzed the function of blimp1 in the mouse retina using a conditional deletion approach developmental analysis of mutants showed that otx2 photoreceptor precursors ectopically express the bipolar cell markers chx10 vsx2 and vsx1 adopting bipolar instead of photoreceptor fate however this fate shift did not occur until the time when bipolar cells are normally specified during development most of the excess bipolar cells died around the time of bipolar cell maturation our results suggest that blimp1 expression stabilizes immature photoreceptors by preventing bipolar cell induction we conclude that blimp1 regulates the decision between photoreceptor and bipolar cell fates in the otx2 cell population during retinal development,unknown
10.21203/rs.3.rs-486510/v1,3D printed multi-functional scaffolds based on poly(ε-caprolactone) and hydroxyapatite composite,abstract background biodegradable polymeric scaffolds are critical to repair a large bone defect which can provide a porous and network microenvironment for cell attachment and bone tissue regeneration a multifunctional biodegradable pcl ha composite was prepared with the blending of poly ε caprolactone pcl and hydroxyapatite nanoparticles ha subsequently the pcl ha scaffolds implants were produced by the screw extrusion melting deposition forming method using pcl ha composite as a raw material in this work results through a serial of in vitro assessments it is found that the pcl ha composite possesses good biodegradability good biocompatibility and steady drug release performance which can improve the cell proliferation of osteoblast cells mc3t3 e1 meanwhile in vivo experiments were carried out for the rats with skull defect and rabbits with bone defects it is observed that the pcl ha scaffolds implants allow the adhesion and penetration of bone cells which enables the growth of bone cells and bone tissue regeneration with a composite design to load an anticancer drug and achieve sustained drug release the scaffolds could enhance bone repair and be expected to inhibit the tumor cells and improve patient outcomes conclusions this work signifies that pcl ha composite can be used as the potential biodegradable scaffolds for bone repairing after bone malignant tumor resection,unknown
10.1155/1988/62434,Performance Comparison of Thin and Thick Film Microstrip Rejection Filters,a performance comparison of microstripline circuits using thin and thick film techniques has been studied in which a microstrip rejection filter in the x band of microwaves is used as test circuit a thick film technique is capable of giving good adhesive films with comparable d c sheet resistivity but other parameters such as open area porosity particle size and edge definition are inferior to thin film microstrip filters despite this drawback the average value of transmission transmission loss reflection coefficient resonant rejection frequency and quality factor for thick film filters indicate that screen printed ag films are intermediate between thin film1 2 9and etched thick film9microstrip filters in performance making it a feasible method for microstrip circuits,unknown
10.1155/2012/409048,Real-Time Train Wheel Condition Monitoring by Fiber Bragg Grating Sensors,wheel defects on trains such as flat wheels and out of roundness inevitably jeopardize the safety of railway operations regular visual inspection and checking by experienced workers are the commonly adopted practice to identify wheel defects however the defects may not be spotted in time therefore an automatic remote sensing reliable and accurate monitoring system for wheel condition is always desirable the paper describes a real time system to monitor wheel defects based on fiber bragg grating sensors track strain response upon wheel rail interaction is measured and processed to generate a condition index which directly reflects the wheel condition this approach is verified by extensive field test and the preliminary results show that this electromagnetic immune system provides an effective alternative for wheel defects detection the system significantly increases the efficiency of maintenance management and reduces the cost for defects detection and more importantly avoids derailment timely,unknown
10.1155/2009/383517,Experimental Measurements of Host Identity Protocol for Mobile Nodes' Networks,the role of internet protocol ip is becoming more and more problematic especially with the new requirements of mobility and multihoming host identity protocol hip defines a new protocol between the network and transport layers in order to provide a better management to those requirements the protocol defines a new namespace based on cryptographic identifiers which enable the ip address roles dissociation those new identifiers identify hosts rather than ip addresses because hip is a quite recent protocol we propose to present an experimental evaluation of its basic characteristics,unknown
10.1115/1.3408960,The Fluctuating Flow of a Gas Near a Stagnation Point on a Hot Wall,solutions are given in series valid for low and high frequencies for the two dimensional flow in the vicinity of a stagnation point due to an incident stream assumed incompressible which is fluctuating in amplitude about a steady mean the wall is assumed to be hot so that compressibility effects may not be neglected within the laminar boundary layer itself numerical computations are carried out for the case of the wall mainstream temperature ratio χ equal to unity a warm wall and χ 2 003 a typical hot wall calculation of the fluctuations in the skin friction and heat transfer rate at the wall support previous approximate results at low frequencies for these two values of χ and the effect of the hot wall is seen to enhance the phase lead skin friction over and decrease the phase lag heat transfer behind the main stream the possibility of covering the whole frequency range by the two series is discussed,unknown
10.31124/advance.7105229.v1,Green Spaces in the Context of Spatial Urban Development: Interrogating the Case of Federal Capital City of Nigeria,this study addresses the challenge of disappearing green space within the federal capital city fcc of nigeria the study investigates the multiplicity of factors which contribute to the disappearance of the green spaces and conclusively suggests an approach to conserving the green spaces with the surging urbanization in view,unknown
10.1186/1471-2180-6-4,Simultaneous detection of Fusarium culmorum and F. graminearum in plant material by duplex PCR with melting curve analysis,abstract background fusarium head blight fhb is a disease of cereal crops which has a severe impact on wheat and barley production worldwide apart from reducing the yield and impairing grain quality fhb leads to contamination of grain with toxic secondary metabolites mycotoxins which pose a health risk to humans and livestock the fusarium species primarily involved in fhb are f graminearum and f culmorum a key prerequisite for a reduction in the incidence of fhb is an understanding of its epidemiology results we describe a duplex pcr based method for the simultaneous detection of f culmorum and f graminearum in plant material species specific pcr products are identified by melting curve analysis performed in a real time thermocycler in the presence of the fluorescent dye sybr green i in contrast to multiplex real time pcr assays the method does not use doubly labeled hybridization probes conclusion pcr with product differentiation by melting curve analysis offers a cost effective means of qualitative analysis for the presence of f culmorum and f graminearum in plant material this method is particularly suitable for epidemiological studies involving a large number of samples,unknown
10.5254/1.3539205,Application of Differential Thermal Analysis and Thermogravimetric Analysis to Elastomer Systems,abstract judging by the increasing number of articles appearing in the literature it appears safe to say that differential thermal analysis dta and thermogravimetric analysis tga are gaining acceptance and finding ever increasing use in the field of chemistry the fact that this acceptance and increased interest is comparatively recent is really quite remarkable when one considers the comparative ease with which the techniques can be performed and the many areas of applicability for them this recent interest in two old techniques is probably related to two facts first the need for time consuming construction of elaborate precise equipment apparently previously presented too great an obstacle to all except the serious student or practitioner therefore it was not possible for most workers to use routinely or to investigate the utility of these thermal methods this problem has been solved by the development and commercial availability of reliable high sensitivity equipment second the polymer chemist has discovered the utility of these techniques and is beginning to exploit them because of the great size and scope of the field of polymer chemistry this area may soon become the largest contributor to the thermal analysis literature as one reviews the available literature on the application of dta and tga to polymers it becomes apparent that most of the articles including reviews are concerned with plastics and that investigations of elastomers are actually few in number and relatively recent one possible reason for this is that many of the plastics applications for dta are concerned with the measurement of various aspects of crystallinity in polymers of high degree of crystallinity especially polyolefins,unknown
10.1098/rspa.1966.0250,The interaction between dislocation-type cracks II. The infinite periodic sequence of coplanar dislocation-type cracks,in a previous paper the interaction between two coplanar dislocation type cracks was studied the crack openings being described by continuous distributions of dislocations a similar approach is used here to examine the stability of an infinite periodic sequence of coplanar dislocation type cracks each dislocation being such that its associated extra material is pointing in the same direction primary consideration is given to the criterion for the cracks to join up thereby causing complete fracture of the solid and the characteristics of the model are applied to a very brief discussion of some experimental results on the deformation of magnesium oxide single crystals,unknown
10.48084/etasr.3227,Civil Aircraft Emissions Study and Pollutant Forecasting at a Brazilian Airport,in recent decades the emissions of air transport industry pollutants and their impact on human health attract increased focus the continued growth of air traffic and public awareness has transformed this field into one of the most important topics of commercial aviation in the next 20 years the estimated global demand for air transport will grow by an average of 5 one of the direct consequences would be the increase in emissions affecting significantly the communities around airports the aim of this paper is to present an econometric model forecast of pollutant emissions generated by domestic flights in salvador airport this model includes a derivative study of demand until the year 2020 considering the number of flights and emissions generated in the takeoff and landing cycles results present a predictive model for the number of pollutant emissions,unknown
10.1142/s0217751x16501153,A new approach to the classical and quantum dynamics of branes,it is shown that the dirac nambu goto brane can be described as a point particle in an infinite dimensional brane space with a particular metric this suggests a generalization to brane spaces with arbitrary metric including the flat metric then quantization of such a system is straightforward it is just like quantization of a bunch of noninteracting particles this leads us to a system of a continuous set of scalar fields for a particular choice of the metric in the space of fields we find that the classical dirac nambu goto brane theory arises as an effective theory of such an underlying quantum field theory quantization of branes is important for the brane world scenarios and thus for quantum gravity,unknown
10.1093/law/9780198743620.003.0045,"7 Immunity, 7.6 Prewitt Enterprises, Inc. v Org. of Petroleum Exporting Countries , 353 F.3d 916 (11th Cir. 2003)",this case addresses effective service of process of an international organization by a non member state the united states court of appeals for the eleventh circuit relied upon the federal rules of civil procedure frcp because the organization of petroleum exporting countries opec did not fall within the purview of the international organizations immunities act ioia and no other applicable treaty existed regarding the treatment of the opec in a united states domestic court the decision s reliance upon frcp and application of foreign law resulted in the inability of the plaintiffs to bring a claim against the opec without its express consent,unknown
10.29408/kpj.v4i2.2677,Program Komputer Berbasis Matlab untuk Perhitungan Charge Occurence Probability Data Self Potensial,self potential arises due to electric charge of minerals in contact with the electrolyte solution around these minerals charge occurrence probability cop is one of the methods of interpretation of potential self data the measurement of which is carried out using two porouspot electrodes this study aims to create a computer based program matlab is for calculating cop the stages of this research are creating program algorithms making matlab based syntax and making the main program for cop calculation the program that has been created is then tested on synthetic data formed by the convolution of potential fields with random numbers the study is limited to two dimensional computation algorithms theoretically the resulting resolution of this algorithm depends on the data density of the self potential this program is proven to provide a good map for interpretation of potential self data,unknown
10.1101/2021.09.14.21263446,Time-dependent prediction of mortality and cytomegalovirus reactivation after allogeneic hematopoietic cell transplantation using machine learning,abstractallogeneic hematopoietic cell transplantation hct effectively treats high risk hematologic diseases but can entail hct specific complications which may be minimized by appropriate patient management supported by accurate individual risk estimation however almost all hct risk scores are limited to a single risk assessment before hct without incorporation of additional data we developed machine learning models which integrate both baseline patient data and time dependent laboratory measurements to individually predict mortality and cytomegalovirus cmv reactivation after hct at multiple time points per patient these gradient boosting machine models provide well calibrated time dependent risk predictions and achieved areas under the receiver operating characteristic of 0 92 and 0 83 and areas under the precision recall curve of 0 58 and 0 62 for prediction of mortality and cmv reactivation respectively in a 21 day time window both models were successfully validated in a prospective non interventional study and performed on par with expert hematologists in a pilot comparison,unknown
